Id,Label,timeset,modularity_class
9927,9927,,1
9928,9928,,2
9929,9929,,2
9930,9930,,1
9931,9931,,2
9932,9932,,4
9933,9933,,2
9934,9934,,2
9935,9935,,1
9936,9936,,2
9937,9937,,2
9938,9938,,2
9939,9939,,1
9940,9940,,2
9941,9941,,2
9942,9942,,2
9943,9943,,2
9944,9944,,2
9945,9945,,1
9946,9946,,2
9947,9947,,2
9948,9948,,2
9949,9949,,2
9950,9950,,2
9951,9951,,2
9952,9952,,2
9953,9953,,2
9954,9954,,2
9955,9955,,2
9956,9956,,2
9957,9957,,2
9958,9958,,2
9959,9959,,2
9960,9960,,2
9961,9961,,2
9962,9962,,1
9963,9963,,2
9964,9964,,0
9965,9965,,2
9966,9966,,2
9967,9967,,2
9968,9968,,2
9969,9969,,2
9970,9970,,4
9971,9971,,2
9972,9972,,2
9973,9973,,2
9974,9974,,2
9975,9975,,2
9976,9976,,2
9977,9977,,2
9978,9978,,1
9979,9979,,1
9980,9980,,2
9981,9981,,1
9982,9982,,2
9983,9983,,2
9984,9984,,2
9985,9985,,4
9986,9986,,2
9987,9987,,2
9988,9988,,2
9989,9989,,2
9990,9990,,2
9991,9991,,2
9992,9992,,2
9993,9993,,2
9994,9994,,2
9995,9995,,4
9996,9996,,2
9997,9997,,2
9998,9998,,2
9999,9999,,2
10000,10000,,1
10001,10001,,2
10002,10002,,2
10003,10003,,2
10004,10004,,2
10005,10005,,1
10006,10006,,2
10007,10007,,2
10008,10008,,2
10009,10009,,2
10010,10010,,2
10011,10011,,2
10012,10012,,2
10013,10013,,4
10014,10014,,2
10015,10015,,2
10016,10016,,2
10017,10017,,2
10018,10018,,2
10019,10019,,2
10020,10020,,2
10021,10021,,2
10022,10022,,2
10023,10023,,4
10024,10024,,2
10025,10025,,2
10026,10026,,2
10027,10027,,1
10028,10028,,2
10029,10029,,2
10030,10030,,2
10031,10031,,2
10032,10032,,4
10033,10033,,2
10034,10034,,2
10035,10035,,1
10036,10036,,2
10037,10037,,2
10038,10038,,4
10039,10039,,2
10040,10040,,2
10041,10041,,2
10042,10042,,2
10043,10043,,2
10044,10044,,2
10045,10045,,0
10046,10046,,2
10047,10047,,2
10048,10048,,2
10049,10049,,2
10050,10050,,2
10051,10051,,2
10052,10052,,4
10053,10053,,2
10054,10054,,2
10055,10055,,2
10056,10056,,0
10057,10057,,2
10058,10058,,2
10059,10059,,2
10060,10060,,4
10061,10061,,2
10062,10062,,2
10063,10063,,2
10064,10064,,1
10065,10065,,2
10066,10066,,2
10067,10067,,2
10068,10068,,2
10069,10069,,2
10070,10070,,2
10071,10071,,2
10072,10072,,2
10073,10073,,1
10074,10074,,2
10075,10075,,2
10076,10076,,4
10077,10077,,2
10078,10078,,4
10079,10079,,2
10080,10080,,2
10081,10081,,2
10082,10082,,2
10083,10083,,1
10084,10084,,2
10085,10085,,2
10086,10086,,4
10087,10087,,2
10088,10088,,2
10089,10089,,4
10090,10090,,1
10091,10091,,2
10092,10092,,2
10093,10093,,2
10094,10094,,4
10095,10095,,2
10096,10096,,2
10097,10097,,2
10098,10098,,2
10099,10099,,2
10100,10100,,1
10101,10101,,2
10102,10102,,2
10103,10103,,1
10104,10104,,2
10105,10105,,2
10106,10106,,2
10107,10107,,2
10108,10108,,2
10109,10109,,2
10110,10110,,2
10111,10111,,2
10112,10112,,4
10113,10113,,2
10114,10114,,2
10115,10115,,2
10116,10116,,2
10117,10117,,2
10118,10118,,4
10119,10119,,4
10120,10120,,2
10121,10121,,2
10122,10122,,2
10123,10123,,2
10124,10124,,2
10125,10125,,2
10126,10126,,2
10127,10127,,2
10128,10128,,2
10129,10129,,2
10130,10130,,1
10131,10131,,2
10132,10132,,1
10133,10133,,2
10134,10134,,4
10135,10135,,2
10136,10136,,1
10137,10137,,2
10138,10138,,4
10139,10139,,1
10140,10140,,2
10141,10141,,2
10142,10142,,2
10143,10143,,2
10144,10144,,2
10145,10145,,2
10146,10146,,1
10147,10147,,2
10148,10148,,1
10149,10149,,2
10150,10150,,2
10151,10151,,2
10152,10152,,2
10153,10153,,2
10154,10154,,2
10155,10155,,2
10156,10156,,2
10157,10157,,2
10158,10158,,2
10159,10159,,2
10160,10160,,2
10161,10161,,2
10162,10162,,2
10163,10163,,2
10164,10164,,2
10165,10165,,4
10166,10166,,2
10167,10167,,2
10168,10168,,2
10169,10169,,2
10170,10170,,1
10171,10171,,2
10172,10172,,2
10173,10173,,2
10174,10174,,2
10175,10175,,2
10176,10176,,2
10177,10177,,1
10178,10178,,2
10179,10179,,4
10180,10180,,2
10181,10181,,1
10182,10182,,2
10183,10183,,2
10184,10184,,2
10185,10185,,1
10186,10186,,2
10187,10187,,4
10188,10188,,2
10189,10189,,2
10190,10190,,4
10191,10191,,2
10192,10192,,4
10193,10193,,2
10194,10194,,1
10195,10195,,2
10196,10196,,2
10197,10197,,2
10198,10198,,2
10199,10199,,1
10200,10200,,2
10201,10201,,2
10202,10202,,2
10203,10203,,0
10204,10204,,2
10205,10205,,2
10206,10206,,2
10207,10207,,2
10208,10208,,1
10209,10209,,2
10210,10210,,2
10211,10211,,1
10212,10212,,2
10213,10213,,2
10214,10214,,2
10215,10215,,2
10216,10216,,2
10217,10217,,1
10218,10218,,2
10219,10219,,2
10220,10220,,2
10221,10221,,4
10222,10222,,2
10223,10223,,2
10224,10224,,2
10225,10225,,4
10226,10226,,2
10227,10227,,4
10228,10228,,2
10229,10229,,2
10230,10230,,2
10231,10231,,2
10232,10232,,2
10233,10233,,1
10234,10234,,2
10235,10235,,2
10236,10236,,2
10237,10237,,2
10238,10238,,2
10239,10239,,2
10240,10240,,1
10241,10241,,2
10242,10242,,2
10243,10243,,2
10244,10244,,2
10245,10245,,2
10246,10246,,2
10247,10247,,4
10248,10248,,2
10249,10249,,1
10250,10250,,2
10251,10251,,2
10252,10252,,4
10253,10253,,2
10254,10254,,2
10255,10255,,2
10256,10256,,2
10257,10257,,2
10258,10258,,1
10259,10259,,2
10260,10260,,2
10261,10261,,2
10262,10262,,2
10263,10263,,2
10264,10264,,2
10265,10265,,4
10266,10266,,2
10267,10267,,2
10268,10268,,2
10269,10269,,4
10270,10270,,2
10271,10271,,2
10272,10272,,2
10273,10273,,4
10274,10274,,2
10275,10275,,2
10276,10276,,2
10277,10277,,1
10278,10278,,4
10279,10279,,2
10280,10280,,2
10281,10281,,2
10282,10282,,2
10283,10283,,2
10284,10284,,2
10285,10285,,1
10286,10286,,2
10287,10287,,4
10288,10288,,2
10289,10289,,2
10290,10290,,2
10291,10291,,2
10292,10292,,2
10293,10293,,2
10294,10294,,2
10295,10295,,2
10296,10296,,2
10297,10297,,2
10298,10298,,2
10299,10299,,2
10300,10300,,2
10301,10301,,2
10302,10302,,2
10303,10303,,2
10304,10304,,2
10305,10305,,2
10306,10306,,4
10307,10307,,2
10308,10308,,2
10309,10309,,1
10310,10310,,2
10311,10311,,2
10312,10312,,2
10313,10313,,2
10314,10314,,2
10315,10315,,2
10316,10316,,2
10317,10317,,1
10318,10318,,2
10319,10319,,2
10320,10320,,2
10321,10321,,2
10322,10322,,4
10323,10323,,2
10324,10324,,2
10325,10325,,1
10326,10326,,2
10327,10327,,4
10328,10328,,2
10329,10329,,1
10330,10330,,2
10331,10331,,2
10332,10332,,4
10333,10333,,2
10334,10334,,2
10335,10335,,2
10336,10336,,2
10337,10337,,2
10338,10338,,2
10339,10339,,2
10340,10340,,2
10341,10341,,2
10342,10342,,2
10343,10343,,2
10344,10344,,2
10345,10345,,4
10346,10346,,2
10347,10347,,1
10348,10348,,2
10349,10349,,2
10350,10350,,2
10351,10351,,2
10352,10352,,2
10353,10353,,1
10354,10354,,2
10355,10355,,2
10356,10356,,2
10357,10357,,1
10358,10358,,2
10359,10359,,2
10360,10360,,2
10361,10361,,4
10362,10362,,2
10363,10363,,1
10364,10364,,4
10365,10365,,2
10366,10366,,4
10367,10367,,4
10368,10368,,2
10369,10369,,1
10370,10370,,2
10371,10371,,2
10372,10372,,1
10373,10373,,2
10374,10374,,2
10375,10375,,2
10376,10376,,4
10377,10377,,2
10378,10378,,2
10379,10379,,1
10380,10380,,1
10381,10381,,1
10382,10382,,0
10383,10383,,2
10384,10384,,2
10385,10385,,2
10386,10386,,2
10387,10387,,2
10388,10388,,2
10389,10389,,2
10390,10390,,2
10391,10391,,2
10392,10392,,2
10393,10393,,1
10394,10394,,2
10395,10395,,2
10396,10396,,2
10397,10397,,4
10398,10398,,4
10399,10399,,2
10400,10400,,2
10401,10401,,4
10402,10402,,2
10403,10403,,2
10404,10404,,2
10405,10405,,2
10406,10406,,2
10407,10407,,4
10408,10408,,2
10409,10409,,4
10410,10410,,2
10411,10411,,2
10412,10412,,2
10413,10413,,4
10414,10414,,2
10415,10415,,2
10416,10416,,2
10417,10417,,4
10418,10418,,2
10419,10419,,2
10420,10420,,1
10421,10421,,2
10422,10422,,4
10423,10423,,2
10424,10424,,2
10425,10425,,1
10426,10426,,2
10427,10427,,2
10428,10428,,1
10429,10429,,2
10430,10430,,2
10431,10431,,2
10432,10432,,2
10433,10433,,2
10434,10434,,2
10435,10435,,2
10436,10436,,2
10437,10437,,1
10438,10438,,2
10439,10439,,2
10440,10440,,2
10441,10441,,2
10442,10442,,2
10443,10443,,4
10444,10444,,1
10445,10445,,2
10446,10446,,2
10447,10447,,2
10448,10448,,2
10449,10449,,2
10450,10450,,2
10451,10451,,2
10452,10452,,0
10453,10453,,2
10454,10454,,4
10455,10455,,2
10456,10456,,1
10457,10457,,2
10458,10458,,4
10459,10459,,4
10460,10460,,2
10461,10461,,2
10462,10462,,2
10463,10463,,1
10464,10464,,2
10465,10465,,2
10466,10466,,2
10467,10467,,2
10468,10468,,4
10469,10469,,1
10470,10470,,2
10471,10471,,2
10472,10472,,2
10473,10473,,2
10474,10474,,2
10475,10475,,2
10476,10476,,2
10477,10477,,2
10478,10478,,1
10479,10479,,2
10480,10480,,2
10481,10481,,2
10482,10482,,2
10483,10483,,1
10484,10484,,1
10485,10485,,2
10486,10486,,2
10487,10487,,2
10488,10488,,0
10489,10489,,2
10490,10490,,2
10491,10491,,2
10492,10492,,2
10493,10493,,2
10494,10494,,2
10495,10495,,2
10496,10496,,2
10497,10497,,4
10498,10498,,2
10499,10499,,4
10500,10500,,4
10501,10501,,2
10502,10502,,1
10503,10503,,2
10504,10504,,2
10505,10505,,2
10506,10506,,2
10507,10507,,2
10508,10508,,0
10509,10509,,2
10510,10510,,2
10511,10511,,4
10512,10512,,2
10513,10513,,2
10514,10514,,2
10515,10515,,2
10516,10516,,2
10517,10517,,2
10518,10518,,2
10519,10519,,2
10520,10520,,2
10521,10521,,2
10522,10522,,2
10523,10523,,1
10524,10524,,2
10525,10525,,2
10526,10526,,2
10527,10527,,2
10528,10528,,2
10529,10529,,2
10530,10530,,2
10531,10531,,2
10532,10532,,2
10533,10533,,1
10534,10534,,2
10535,10535,,2
10536,10536,,2
10537,10537,,2
10538,10538,,1
10539,10539,,2
10540,10540,,2
10541,10541,,2
10542,10542,,2
10543,10543,,2
10544,10544,,1
10545,10545,,2
10546,10546,,2
10547,10547,,2
10548,10548,,2
10549,10549,,2
10550,10550,,2
10551,10551,,2
10552,10552,,2
10553,10553,,1
10554,10554,,2
10555,10555,,2
10556,10556,,2
10557,10557,,2
10558,10558,,1
10559,10559,,2
10560,10560,,2
10561,10561,,2
10562,10562,,1
10563,10563,,1
10564,10564,,2
10565,10565,,2
10566,10566,,2
10567,10567,,2
10568,10568,,2
10569,10569,,4
10570,10570,,0
10571,10571,,2
10572,10572,,4
10573,10573,,2
10574,10574,,2
10575,10575,,1
10576,10576,,2
10577,10577,,2
10578,10578,,2
10579,10579,,2
10580,10580,,2
10581,10581,,4
10582,10582,,2
10583,10583,,2
10584,10584,,2
10585,10585,,2
10586,10586,,1
10587,10587,,2
10588,10588,,2
10589,10589,,2
10590,10590,,2
10591,10591,,2
10592,10592,,1
10593,10593,,2
10594,10594,,1
10595,10595,,2
10596,10596,,2
10597,10597,,2
10598,10598,,1
10599,10599,,2
10600,10600,,2
10601,10601,,4
10602,10602,,2
10603,10603,,1
10604,10604,,2
10605,10605,,1
10606,10606,,2
10607,10607,,1
10608,10608,,1
10609,10609,,2
10610,10610,,4
10611,10611,,2
10612,10612,,1
10613,10613,,2
10614,10614,,2
10615,10615,,4
10616,10616,,2
10617,10617,,2
10618,10618,,2
10619,10619,,1
10620,10620,,2
10621,10621,,2
10622,10622,,2
10623,10623,,2
10624,10624,,2
10625,10625,,1
10626,10626,,1
10627,10627,,4
10628,10628,,2
10629,10629,,1
10630,10630,,2
10631,10631,,2
10632,10632,,2
10633,10633,,2
10634,10634,,1
10635,10635,,2
10636,10636,,2
10637,10637,,1
10638,10638,,2
10639,10639,,2
10640,10640,,4
10641,10641,,2
10642,10642,,2
10643,10643,,1
10644,10644,,1
10645,10645,,4
10646,10646,,2
10647,10647,,1
10648,10648,,1
10649,10649,,2
10650,10650,,1
10651,10651,,2
10652,10652,,2
10653,10653,,2
10654,10654,,2
10655,10655,,2
10656,10656,,4
10657,10657,,2
10658,10658,,2
10659,10659,,2
10660,10660,,2
10661,10661,,2
10662,10662,,2
10663,10663,,2
10664,10664,,2
10665,10665,,2
10666,10666,,2
10667,10667,,2
10668,10668,,2
10669,10669,,2
10670,10670,,2
10671,10671,,2
10672,10672,,2
10673,10673,,2
10674,10674,,2
10675,10675,,2
10676,10676,,2
10677,10677,,2
10678,10678,,4
10679,10679,,2
10680,10680,,4
10681,10681,,2
10682,10682,,1
10683,10683,,2
10684,10684,,2
10685,10685,,2
10686,10686,,1
10687,10687,,2
10688,10688,,2
10689,10689,,2
10690,10690,,2
10691,10691,,4
10692,10692,,2
10693,10693,,2
10694,10694,,2
10695,10695,,2
10696,10696,,2
10697,10697,,2
10698,10698,,4
10699,10699,,1
10700,10700,,2
10701,10701,,2
10702,10702,,2
10703,10703,,2
10704,10704,,2
10705,10705,,2
10706,10706,,2
10707,10707,,4
10708,10708,,2
10709,10709,,2
10710,10710,,1
10711,10711,,1
10712,10712,,1
10713,10713,,4
10714,10714,,2
10715,10715,,2
10716,10716,,2
10717,10717,,2
10718,10718,,1
10719,10719,,2
10720,10720,,2
10721,10721,,2
10722,10722,,2
10723,10723,,4
10724,10724,,2
10725,10725,,1
10726,10726,,2
10727,10727,,2
10728,10728,,1
10729,10729,,2
10730,10730,,4
10731,10731,,2
10732,10732,,4
10733,10733,,4
10734,10734,,2
10735,10735,,4
10736,10736,,2
10737,10737,,2
10738,10738,,2
10739,10739,,2
10740,10740,,1
10741,10741,,2
10742,10742,,2
10743,10743,,2
10744,10744,,2
10745,10745,,2
10746,10746,,2
10747,10747,,2
10748,10748,,1
10749,10749,,2
10750,10750,,2
10751,10751,,2
10752,10752,,2
10753,10753,,1
10754,10754,,2
10755,10755,,2
10756,10756,,1
10757,10757,,2
10758,10758,,2
10759,10759,,4
10760,10760,,2
10761,10761,,4
10762,10762,,4
10763,10763,,2
10764,10764,,2
10765,10765,,2
10766,10766,,4
10767,10767,,1
10768,10768,,1
10769,10769,,1
10770,10770,,2
10771,10771,,2
10772,10772,,4
10773,10773,,2
10774,10774,,1
10775,10775,,2
10776,10776,,2
10777,10777,,2
10778,10778,,2
10779,10779,,1
10780,10780,,2
10781,10781,,2
10782,10782,,4
10783,10783,,2
10784,10784,,2
10785,10785,,2
10786,10786,,2
10787,10787,,2
10788,10788,,4
10789,10789,,2
10790,10790,,2
10791,10791,,4
10792,10792,,2
10793,10793,,2
10794,10794,,2
10795,10795,,2
10796,10796,,4
10797,10797,,2
10798,10798,,4
10799,10799,,2
10800,10800,,2
10801,10801,,2
10802,10802,,2
10803,10803,,2
10804,10804,,2
10805,10805,,2
10806,10806,,2
10807,10807,,2
10808,10808,,2
10809,10809,,2
10810,10810,,1
10811,10811,,1
10812,10812,,4
10813,10813,,1
10814,10814,,4
10815,10815,,2
10816,10816,,2
10817,10817,,2
10818,10818,,2
10819,10819,,2
10820,10820,,2
10821,10821,,2
10822,10822,,1
10823,10823,,2
10824,10824,,1
10825,10825,,1
10826,10826,,2
10827,10827,,2
10828,10828,,2
10829,10829,,2
10830,10830,,1
10831,10831,,0
10832,10832,,1
10833,10833,,4
10834,10834,,1
10835,10835,,2
10836,10836,,2
10837,10837,,1
10838,10838,,2
10839,10839,,2
10840,10840,,4
10841,10841,,2
10842,10842,,2
10843,10843,,1
10844,10844,,2
10845,10845,,2
10846,10846,,2
10847,10847,,2
10848,10848,,4
10849,10849,,2
10850,10850,,2
10851,10851,,2
10852,10852,,2
10853,10853,,2
10854,10854,,2
10855,10855,,2
10856,10856,,2
10857,10857,,2
10858,10858,,4
10859,10859,,2
10860,10860,,2
10861,10861,,2
10862,10862,,4
10863,10863,,4
10864,10864,,4
10865,10865,,4
10866,10866,,1
10867,10867,,4
10868,10868,,2
10869,10869,,1
10870,10870,,4
10871,10871,,2
10872,10872,,4
10873,10873,,4
10874,10874,,1
10875,10875,,2
10876,10876,,2
10877,10877,,4
10878,10878,,1
10879,10879,,4
10880,10880,,4
10881,10881,,1
10882,10882,,4
10883,10883,,1
10884,10884,,4
10885,10885,,4
10886,10886,,2
10887,10887,,2
10888,10888,,2
10889,10889,,1
10890,10890,,2
10891,10891,,4
10892,10892,,1
10893,10893,,1
10894,10894,,2
10895,10895,,1
10896,10896,,2
10897,10897,,2
10898,10898,,4
10899,10899,,1
10900,10900,,1
10901,10901,,4
10902,10902,,4
10903,10903,,4
10904,10904,,4
10905,10905,,2
10906,10906,,2
10907,10907,,2
10908,10908,,1
10909,10909,,2
10910,10910,,4
10911,10911,,2
10912,10912,,2
10913,10913,,2
10914,10914,,0
10915,10915,,2
10916,10916,,1
10917,10917,,4
10918,10918,,2
10919,10919,,1
10920,10920,,2
10921,10921,,1
10922,10922,,1
10923,10923,,2
10924,10924,,2
10925,10925,,2
10926,10926,,2
10927,10927,,0
10928,10928,,2
10929,10929,,2
10930,10930,,2
10931,10931,,1
10932,10932,,2
10933,10933,,4
10934,10934,,4
10935,10935,,2
10936,10936,,2
10937,10937,,2
10938,10938,,2
10939,10939,,1
10940,10940,,2
10941,10941,,2
10942,10942,,0
10943,10943,,2
10944,10944,,1
10945,10945,,2
10946,10946,,2
10947,10947,,4
10948,10948,,2
10949,10949,,2
10950,10950,,2
10951,10951,,2
10952,10952,,2
10953,10953,,2
10954,10954,,2
10955,10955,,2
10956,10956,,0
10957,10957,,2
10958,10958,,0
10959,10959,,2
10960,10960,,2
10961,10961,,2
10962,10962,,0
10963,10963,,2
10964,10964,,2
10965,10965,,2
10966,10966,,1
10967,10967,,0
10968,10968,,2
10969,10969,,2
10970,10970,,2
10971,10971,,2
10972,10972,,2
10973,10973,,1
10974,10974,,0
10975,10975,,2
10976,10976,,2
10977,10977,,2
10978,10978,,2
10979,10979,,2
10980,10980,,2
10981,10981,,2
10982,10982,,2
10983,10983,,1
10984,10984,,1
10985,10985,,2
10986,10986,,2
10987,10987,,2
10988,10988,,2
10989,10989,,2
10990,10990,,2
10991,10991,,2
10992,10992,,2
10993,10993,,1
10994,10994,,0
10995,10995,,2
10996,10996,,2
10997,10997,,2
10998,10998,,2
10999,10999,,0
11000,11000,,2
11001,11001,,2
11002,11002,,2
11003,11003,,1
11004,11004,,1
11005,11005,,2
11006,11006,,1
11007,11007,,2
11008,11008,,2
11009,11009,,1
11010,11010,,0
11011,11011,,1
11012,11012,,1
11013,11013,,2
11014,11014,,2
11015,11015,,2
11016,11016,,2
11017,11017,,2
11018,11018,,2
11019,11019,,2
11020,11020,,1
11021,11021,,1
11022,11022,,2
11023,11023,,2
11024,11024,,1
11025,11025,,2
11026,11026,,2
11027,11027,,2
11028,11028,,1
11029,11029,,2
11030,11030,,2
11031,11031,,2
11032,11032,,2
11033,11033,,2
11034,11034,,2
11035,11035,,2
11036,11036,,2
11037,11037,,2
11038,11038,,2
11039,11039,,4
11040,11040,,1
11041,11041,,2
11042,11042,,1
11043,11043,,2
11044,11044,,2
11045,11045,,2
11046,11046,,1
11047,11047,,1
11048,11048,,1
11049,11049,,1
11050,11050,,1
11051,11051,,2
11052,11052,,1
11053,11053,,1
11054,11054,,1
11055,11055,,1
11056,11056,,1
11057,11057,,1
11058,11058,,1
11059,11059,,1
11060,11060,,1
11061,11061,,1
11062,11062,,1
11063,11063,,4
11064,11064,,1
11065,11065,,2
11066,11066,,1
11067,11067,,4
11068,11068,,4
11069,11069,,4
11070,11070,,2
11071,11071,,2
11072,11072,,0
11073,11073,,0
11074,11074,,1
11075,11075,,1
11076,11076,,2
11077,11077,,2
11078,11078,,0
11079,11079,,1
11080,11080,,1
11081,11081,,0
11082,11082,,1
11083,11083,,2
11084,11084,,1
11085,11085,,1
11086,11086,,2
11087,11087,,1
11088,11088,,1
11089,11089,,2
11090,11090,,2
11091,11091,,2
11092,11092,,1
11093,11093,,1
11094,11094,,4
11095,11095,,0
11096,11096,,1
11097,11097,,1
11098,11098,,4
11099,11099,,2
11100,11100,,2
11101,11101,,2
11102,11102,,1
11103,11103,,4
11104,11104,,0
11105,11105,,1
11106,11106,,0
11107,11107,,2
11108,11108,,1
11109,11109,,2
11110,11110,,2
11111,11111,,2
11112,11112,,1
11113,11113,,1
11114,11114,,2
11115,11115,,2
11116,11116,,2
11117,11117,,1
11118,11118,,1
11119,11119,,4
11120,11120,,1
11121,11121,,4
11122,11122,,2
11123,11123,,2
11124,11124,,2
11125,11125,,2
11126,11126,,1
11127,11127,,1
11128,11128,,1
11129,11129,,2
11130,11130,,1
11131,11131,,1
11132,11132,,1
11133,11133,,4
11134,11134,,1
11135,11135,,2
11136,11136,,1
11137,11137,,4
11138,11138,,4
11139,11139,,1
11140,11140,,1
11141,11141,,1
11142,11142,,1
11143,11143,,2
11144,11144,,1
11145,11145,,1
11146,11146,,1
11147,11147,,1
11148,11148,,1
11149,11149,,1
11150,11150,,1
11151,11151,,1
11152,11152,,4
11153,11153,,4
11154,11154,,1
11155,11155,,1
11156,11156,,1
11157,11157,,4
11158,11158,,0
11159,11159,,2
11160,11160,,2
11161,11161,,1
11162,11162,,4
11163,11163,,1
11164,11164,,1
11165,11165,,2
11166,11166,,2
11167,11167,,1
11168,11168,,1
11169,11169,,1
11170,11170,,1
11171,11171,,1
11172,11172,,1
11173,11173,,2
11174,11174,,4
11175,11175,,1
11176,11176,,4
11177,11177,,4
11178,11178,,1
11179,11179,,2
11180,11180,,1
11181,11181,,1
11182,11182,,4
11183,11183,,1
11184,11184,,1
11185,11185,,1
11186,11186,,1
11187,11187,,4
11188,11188,,2
11189,11189,,4
11190,11190,,1
11191,11191,,1
11192,11192,,4
11193,11193,,1
11194,11194,,4
11195,11195,,1
11196,11196,,4
11197,11197,,4
11198,11198,,1
11199,11199,,4
11200,11200,,1
11201,11201,,1
11202,11202,,4
11203,11203,,1
11204,11204,,0
11205,11205,,2
11206,11206,,1
11207,11207,,4
11208,11208,,4
11209,11209,,1
11210,11210,,2
11211,11211,,2
11212,11212,,4
11213,11213,,1
11214,11214,,4
11215,11215,,1
11216,11216,,2
11217,11217,,1
11218,11218,,1
11219,11219,,2
11220,11220,,1
11221,11221,,1
11222,11222,,4
11223,11223,,1
11224,11224,,2
11225,11225,,1
11226,11226,,4
11227,11227,,2
11228,11228,,1
11229,11229,,1
11230,11230,,4
11231,11231,,4
11232,11232,,1
11233,11233,,1
11234,11234,,1
11235,11235,,1
11236,11236,,4
11237,11237,,2
11238,11238,,2
11239,11239,,1
11240,11240,,4
11241,11241,,2
11242,11242,,4
11243,11243,,1
11244,11244,,4
11245,11245,,1
11246,11246,,1
11247,11247,,1
11248,11248,,1
11249,11249,,4
11250,11250,,1
11251,11251,,1
11252,11252,,2
11253,11253,,2
11254,11254,,1
11255,11255,,1
11256,11256,,1
11257,11257,,2
11258,11258,,2
11259,11259,,4
11260,11260,,1
11261,11261,,2
11262,11262,,0
11263,11263,,1
11264,11264,,4
11265,11265,,1
11266,11266,,4
11267,11267,,4
11268,11268,,4
11269,11269,,1
11270,11270,,4
11271,11271,,2
11272,11272,,4
11273,11273,,1
11274,11274,,2
11275,11275,,1
11276,11276,,4
11277,11277,,1
11278,11278,,2
11279,11279,,2
11280,11280,,0
11281,11281,,1
11282,11282,,1
11283,11283,,2
11284,11284,,4
11285,11285,,4
11286,11286,,1
11287,11287,,4
11288,11288,,4
11289,11289,,1
11290,11290,,4
11291,11291,,1
11292,11292,,1
11293,11293,,1
11294,11294,,1
11295,11295,,2
11296,11296,,1
11297,11297,,1
11298,11298,,4
11299,11299,,1
11300,11300,,4
11301,11301,,4
11302,11302,,1
11303,11303,,1
11304,11304,,1
11305,11305,,1
11306,11306,,4
11307,11307,,2
11308,11308,,1
11309,11309,,2
11310,11310,,1
11311,11311,,2
11312,11312,,4
11313,11313,,1
11314,11314,,4
11315,11315,,4
11316,11316,,1
11317,11317,,2
11318,11318,,4
11319,11319,,1
11320,11320,,2
11321,11321,,1
11322,11322,,1
11323,11323,,1
11324,11324,,1
11325,11325,,1
11326,11326,,4
11327,11327,,1
11328,11328,,1
11329,11329,,2
11330,11330,,1
11331,11331,,4
11332,11332,,2
11333,11333,,1
11334,11334,,1
11335,11335,,1
11336,11336,,1
11337,11337,,1
11338,11338,,1
11339,11339,,1
11340,11340,,1
11341,11341,,1
11342,11342,,1
11343,11343,,1
11344,11344,,1
11345,11345,,1
11346,11346,,4
11347,11347,,1
11348,11348,,1
11349,11349,,1
11350,11350,,2
11351,11351,,1
11352,11352,,1
11353,11353,,1
11354,11354,,1
11355,11355,,4
11356,11356,,1
11357,11357,,1
11358,11358,,1
11359,11359,,4
11360,11360,,1
11361,11361,,2
11362,11362,,1
11363,11363,,1
11364,11364,,1
11365,11365,,1
11366,11366,,1
11367,11367,,1
11368,11368,,1
11369,11369,,2
11370,11370,,1
11371,11371,,1
11372,11372,,1
11373,11373,,4
11374,11374,,1
11375,11375,,2
11376,11376,,1
11377,11377,,0
11378,11378,,1
11379,11379,,1
11380,11380,,1
11381,11381,,1
11382,11382,,2
11383,11383,,1
11384,11384,,1
11385,11385,,0
11386,11386,,1
11387,11387,,1
11388,11388,,1
11389,11389,,1
11390,11390,,1
11391,11391,,2
11392,11392,,1
11393,11393,,1
11394,11394,,2
11395,11395,,1
11396,11396,,1
11397,11397,,1
11398,11398,,1
11399,11399,,1
11400,11400,,1
11401,11401,,4
11402,11402,,1
11403,11403,,1
11404,11404,,1
11405,11405,,1
11406,11406,,1
11407,11407,,1
11408,11408,,1
11409,11409,,1
11410,11410,,1
11411,11411,,1
11412,11412,,1
11413,11413,,1
11414,11414,,1
11415,11415,,1
11416,11416,,1
11417,11417,,1
11418,11418,,1
11419,11419,,1
11420,11420,,1
11421,11421,,1
11422,11422,,1
11423,11423,,1
11424,11424,,1
11425,11425,,1
11426,11426,,1
11427,11427,,1
11428,11428,,1
11429,11429,,1
11430,11430,,1
11431,11431,,1
11432,11432,,2
11433,11433,,1
11434,11434,,2
11435,11435,,1
11436,11436,,1
11437,11437,,4
11438,11438,,1
11439,11439,,2
11440,11440,,1
11441,11441,,1
11442,11442,,1
11443,11443,,1
11444,11444,,1
11445,11445,,1
11446,11446,,1
11447,11447,,1
11448,11448,,1
11449,11449,,1
11450,11450,,2
11451,11451,,1
11452,11452,,1
11453,11453,,1
11454,11454,,1
11455,11455,,1
11456,11456,,1
11457,11457,,1
11458,11458,,1
11459,11459,,1
11460,11460,,1
11461,11461,,1
11462,11462,,1
11463,11463,,1
11464,11464,,1
11465,11465,,2
11466,11466,,1
11467,11467,,1
11468,11468,,1
11469,11469,,1
11470,11470,,4
11471,11471,,1
11472,11472,,1
11473,11473,,1
11474,11474,,4
11475,11475,,1
11476,11476,,1
11477,11477,,4
11478,11478,,1
11479,11479,,1
